WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
5,Melbourne,Australian Open,09/02/2021,Grand Slam,Outdoor,Hard,1st Round,3,Barty A.,Kovinic D.,1,82,9186,952,6,0,6,0,,,2,0,Completed,1.06,10,1.05,12.8,1.07,13,1.05,10.7
5,Melbourne,Australian Open,09/02/2021,Grand Slam,Outdoor,Hard,1st Round,3,Rogers S.,Jones F.,57,245,1221,268,6,4,6,1,,,2,0,Completed,1.12,6,1.17,5.81,1.17,10,1.13,6.03
5,Melbourne,Australian Open,09/02/2021,Grand Slam,Outdoor,Hard,1st Round,3,Danilovic O.,Martic P.,183,19,384,2850,7,5,3,6,6,4,2,1,Completed,3,1.4,2.91,1.46,3.2,1.46,2.9,1.41
5,Melbourne,Australian Open,09/02/2021,Grand Slam,Outdoor,Hard,1st Round,3,Juvan K.,Konta J.,104,15,748,3206,4,6,2,0,,,0,1,Retired,2.5,1.53,2.34,1.66,2.63,1.68,2.38,1.58
5,Melbourne,Australian Open,09/02/2021,Grand Slam,Outdoor,Hard,1st Round,3,Gavrilova D.,Sorribes Tormo S.,387,64,126,1110,6,1,7,5,,,2,0,Completed,1.57,2.37,1.61,2.45,1.7,2.63,1.6,2.34
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Vondrousova M.,Marino R.,20,317,2722,185,6,1,7,5,,,2,0,Completed,1.22,4.33,1.22,4.75,1.24,5.36,1.19,4.63
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Li A.,Cornet A.,69,54,1059,1290,6,2,7,6,,,2,0,Completed,1.4,3,1.46,2.9,1.46,3.75,1.35,3.19
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Potapova A.,Babos T.,101,114,771,660,6,2,6,4,,,2,0,Completed,1.44,2.75,1.43,3.03,1.57,3.03,1.43,2.82
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Sabalenka A.,Kasatkina D.,7,75,4580,1010,7,6,6,3,,,2,0,Completed,1.2,4.5,1.2,5.03,1.24,5.03,1.2,4.56
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Hsieh S.W.,Andreescu B.,71,9,1035,4555,6,3,6,2,,,2,0,Completed,3.5,1.3,4.1,1.27,4.1,1.36,3.52,1.3
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Cirstea S.,Kvitova P.,68,8,1079,4571,6,4,1,6,6,1,2,1,Completed,4.33,1.22,3.95,1.29,4.5,1.29,4.16,1.23
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Diyas Z.,Pera B.,83,66,928,1105,6,4,3,6,6,3,2,1,Completed,2.37,1.57,2.44,1.61,2.47,1.71,2.33,1.6
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Stojanovic N.,11,99,4265,779,6,3,6,0,,,2,0,Completed,1.05,11,1.06,11.37,1.06,15,1.05,10.37
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Ferro F.,Rybakina E.,46,21,1497,2718,6,4,6,4,,,2,0,Completed,4,1.25,3.55,1.34,4.33,1.37,3.69,1.28
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Muguruza G.,Samsonova L.,14,130,3320,593,6,3,6,1,,,2,0,Completed,1.07,9,1.07,10.83,1.09,11.5,1.06,9.27
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Jabeur O.,Schmiedlova A.,30,129,1915,595,6,3,6,2,,,2,0,Completed,1.25,4,1.27,4.15,1.31,4.26,1.25,3.95
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Kudermetova V.,Gracheva V.,36,97,1680,816,5,7,6,2,6,2,2,1,Completed,1.14,5.5,1.17,5.81,1.22,6,1.16,5.36
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Errani S.,Williams V.,134,81,584,958,6,1,6,0,,,2,0,Completed,4.33,1.22,3.73,1.31,4.38,1.34,3.75,1.27
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Swiatek I.,Giorgi C.,17,79,3014,970,6,2,6,4,,,2,0,Completed,1.28,3.75,1.31,3.75,1.34,4.1,1.29,3.55
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Halep S.,Tomljanovic A.,2,72,7255,1035,4,6,6,4,7,5,2,1,Completed,1.12,6,1.1,8.24,1.14,8.5,1.1,6.87
5,Melbourne,Australian Open,10/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Osaka N.,Garcia C.,3,43,5965,1520,6,2,6,3,,,2,0,Completed,1.1,7,1.1,8.32,1.11,9.1,1.09,7.57
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Rogers S.,Danilovic O.,57,183,1221,384,6,2,6,3,,,2,0,Completed,1.4,3,1.37,3.37,1.44,3.4,1.36,3.13
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Muchova K.,Barthel M.,27,212,2135,313,6,4,6,1,,,2,0,Completed,1.2,4.5,1.16,5.97,1.22,6.5,1.17,5.03
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Mertens E.,Zhu L.,16,94,3060,830,7,6,6,1,,,2,0,Completed,1.08,8,1.07,10.12,1.09,10.12,1.07,8.5
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Bencic B.,Kuznetsova S.,12,37,4010,1631,7,5,2,6,6,4,2,1,Completed,2.1,1.72,1.99,1.9,2.15,1.95,2.02,1.79
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Collins D.,6,40,5205,1574,7,5,6,2,,,2,0,Completed,1.8,2,1.79,2.12,1.84,2.14,1.78,2.03
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Putintseva Y.,Van Uytvanck A.,28,67,2015,1095,6,4,1,6,6,2,2,1,Completed,1.36,3.2,1.38,3.27,1.38,3.4,1.34,3.22
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Barty A.,Gavrilova D.,1,387,9186,126,6,1,7,6,,,2,0,Completed,1.07,9,1.07,10.34,1.13,11,1.07,8.76
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Alexandrova E.,Krejcikova B.,32,59,1900,1183,6,3,7,6,,,2,0,Completed,1.36,3.2,1.4,3.19,1.4,3.38,1.36,3.13
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Kanepi K.,Kenin S.,65,4,1108,5760,6,3,6,2,,,2,0,Completed,2.1,1.72,2.17,1.76,2.2,1.8,2.1,1.73
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Vekic D.,Podoroska N.,33,45,1880,1497,6,2,6,2,,,2,0,Completed,2.5,1.53,2.53,1.58,2.73,1.58,2.49,1.53
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Kontaveit A.,Watson H.,22,60,2575,1176,6,7,6,4,6,2,2,1,Completed,1.2,4.5,1.23,4.57,1.23,5.25,1.2,4.51
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Brady J.,Brengle M.,24,85,2475,906,6,1,6,2,,,2,0,Completed,1.1,7,1.09,9.19,1.13,9.5,1.08,7.64
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Juvan K.,Sherif M.,104,131,748,591,3,6,7,6,6,3,2,1,Completed,1.44,2.75,1.46,2.89,1.5,3.11,1.42,2.86
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Mladenovic K.,Hibino N.,52,76,1335,973,7,5,6,1,,,2,0,Completed,1.4,3,1.48,2.83,1.49,3.1,1.42,2.87
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Svitolina E.,Gauff C.,5,48,5260,1423,6,4,6,3,,,2,0,Completed,1.53,2.5,1.62,2.43,1.63,2.81,1.54,2.48
5,Melbourne,Australian Open,11/02/2021,Grand Slam,Outdoor,Hard,2nd Round,3,Pegula J.,Stosur S.,61,112,1138,667,6,0,6,1,,,2,0,Completed,1.2,4.5,1.18,5.43,1.22,5.43,1.19,4.72
5,Melbourne,Australian Open,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Vondrousova M.,Cirstea S.,20,68,2722,1079,6,2,6,4,,,2,0,Completed,1.72,2.1,1.71,2.25,1.77,2.3,1.69,2.16
5,Melbourne,Australian Open,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Sabalenka A.,Li A.,7,69,4580,1059,6,3,6,1,,,2,0,Completed,1.28,3.75,1.26,4.2,1.4,4.2,1.28,3.72
5,Melbourne,Australian Open,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Hsieh S.W.,Errani S.,71,134,1035,584,6,4,2,6,7,5,2,1,Completed,1.61,2.3,1.63,2.41,1.8,2.45,1.63,2.28
5,Melbourne,Australian Open,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Muguruza G.,Diyas Z.,14,83,3320,928,6,1,6,1,,,2,0,Completed,1.08,8,1.1,8.33,1.1,10.75,1.07,8.66
5,Melbourne,Australian Open,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Potapova A.,11,101,4265,771,7,6,6,2,,,2,0,Completed,1.08,8,1.11,7.82,1.11,9.6,1.09,7.62
5,Melbourne,Australian Open,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Osaka N.,Jabeur O.,3,30,5965,1915,6,3,6,2,,,2,0,Completed,1.16,5,1.22,4.81,1.22,5.75,1.17,5.03
5,Melbourne,Australian Open,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Halep S.,Kudermetova V.,2,36,7255,1680,6,1,6,3,,,2,0,Completed,1.44,2.75,1.49,2.8,1.5,3.04,1.44,2.77
5,Melbourne,Australian Open,12/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Swiatek I.,Ferro F.,17,46,3014,1497,6,4,6,3,,,2,0,Completed,1.2,4.5,1.24,4.55,1.25,5.3,1.22,4.3
5,Melbourne,Australian Open,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Muchova K.,Pliskova Ka.,27,6,2135,5205,7,5,7,5,,,2,0,Completed,2.1,1.72,2.19,1.75,2.28,1.77,2.15,1.7
5,Melbourne,Australian Open,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Svitolina E.,Putintseva Y.,5,28,5260,2015,6,4,6,0,,,2,0,Completed,1.28,3.75,1.33,3.6,1.33,3.8,1.29,3.56
5,Melbourne,Australian Open,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Pegula J.,Mladenovic K.,61,52,1138,1335,6,2,6,1,,,2,0,Completed,1.36,3.2,1.42,3.08,1.44,3.3,1.39,2.99
5,Melbourne,Australian Open,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Vekic D.,Kanepi K.,33,65,1880,1108,5,7,7,6,6,4,2,1,Completed,3,1.4,3.17,1.4,3.2,1.44,2.96,1.39
5,Melbourne,Australian Open,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Brady J.,Juvan K.,24,104,2475,748,6,1,6,3,,,2,0,Completed,1.14,5.5,1.15,6.38,1.17,7.2,1.13,5.88
5,Melbourne,Australian Open,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Mertens E.,Bencic B.,16,12,3060,4010,6,2,6,1,,,2,0,Completed,1.2,4.5,1.2,5.13,1.25,5.9,1.2,4.51
5,Melbourne,Australian Open,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Barty A.,Alexandrova E.,1,32,9186,1900,6,2,6,4,,,2,0,Completed,1.28,3.75,1.27,4.1,1.35,4.1,1.29,3.63
5,Melbourne,Australian Open,13/02/2021,Grand Slam,Outdoor,Hard,3rd Round,3,Rogers S.,Kontaveit A.,57,22,1221,2575,6,4,6,3,,,2,0,Completed,2.1,1.72,2.2,1.74,2.3,1.8,2.15,1.7
5,Melbourne,Australian Open,14/02/2021,Grand Slam,Outdoor,Hard,4th Round,3,Hsieh S.W.,Vondrousova M.,71,20,1035,2722,6,4,6,2,,,2,0,Completed,3,1.4,3.46,1.36,3.5,1.44,3.12,1.36
5,Melbourne,Australian Open,14/02/2021,Grand Slam,Outdoor,Hard,4th Round,3,Osaka N.,Muguruza G.,3,14,5965,3320,4,6,6,4,7,5,2,1,Completed,1.44,2.75,1.53,2.71,1.54,3,1.47,2.71
